Id,Fecha,Hora local,Latitud N(°),Longitud W(°),Localizacion,Profundidad (km),Magnitud,Intensidad
2367,16-Feb-15,8:19:10 PM,12.56,-87.844,Frente a la Costa de Nicaragua,57.1,3.6,I en La UniÃ³n
2366,16-Feb-15,7:22:37 PM,13.365,-89.693,Frente a la Costa de Sonsonate,46.6,3.6,I en sonsonate
2365,16-Feb-15,9:39:46 AM,13.159,-89.145,Frente a la Costa de La Paz,61.9,3.7,I en San Salvador
2364,14-Feb-15,1:22:40 PM,12.715,-90.208,frente a la Costa de Sonsonate,21.2,4,II en Sonsonate
2363,12-Feb-15,9:26:19 PM,12.585,-88.261,Frente a la Costa de UsulutÃ¡n,27.4,4,I en UsulutÃ¡n
2362,11-Feb-15,12:42:16 AM,13.55,-88.516,"En el municipio de Mercedes UmaÃ±a, UsulutÃ¡n",3.7,3.1,"II en Mercedes UmaÃ±a, UsulutÃ¡n"
2361,10-Feb-15,11:20:12 PM,13.576,-90.674,Frente a la Costa de Guatemala,20.4,4.7,II en AhuachapÃ¡n
2360,6-Feb-15,4:02:26 PM,12.531,-88.08,frente a la Costa de La UniÃ³n,12.4,5.6,IV en San Salvador
2359,5-Feb-15,11:00:40 AM,12.875,-90.518,Frente a la Costa de AhuachapÃ¡n,25.6,3.7,II en AhuachapÃ¡n
2358,4-Feb-15,12:05:38 AM,12.939,-88.873,frente a la Costa de San Vicente,38.8,3.7,II en San Vicente
2357,3-Feb-15,3:37:45 PM,12.883,-88.833,frente a la Costa de UsulutÃ¡n,31.8,4.2,II en Usulutan
2356,3-Feb-15,12:27:33 AM,13.155,-89.62,Frente a la Costa de La Libertad,44.5,3.9,II en San Salvador
2355,2-Feb-15,2:51:04 PM,13.311,-89.512,Frente a la Costa de La Libertad,65.8,4.4,III en San Salvador
2354,1-Feb-15,11:47:16 AM,13.29,-89.944,Frente a la Costa de Sonsonate,32.4,4.4,II en Sonsonate
2353,"Ene 31, 2015",6:48:18 PM,12.951,-89.715,Frente a la Costa de La Libertad,23.8,3.6,I en La Libertad
2352,"Ene 31, 2015",5:15:44 PM,12.901,-89.695,Frente a la Costa de La Libertad,22.9,4.3,I en La Libertad
2351,"Ene 31, 2015",5:40:27 AM,14.528,-89.145,en territorio HondureÃ±o,1.1,4.4,"IV en Municipio de La Laguna, Chalatenango"
2350,"Ene 30, 2015",9:01:05 AM,14.505,-89.185,En territorio HondureÃ±o,1.1,4,"III en la Laguna, Depto de Chalatenango"
2349,"Ene 29, 2015",1:42:15 AM,12.963,-88.649,frente a la Costa de UsulutÃ¡n,50.1,4,I en San Salvador
2348,"Ene 28, 2015",11:56:04 AM,13.02,-89.046,frente a la Costa de La Paz,54,4.4,III en San Salvador
2347,"Ene 28, 2015",12:25:04 AM,13.88,-89.788,"En el municipio de Apaneca, AhuachapÃ¡n",6.2,2.2,II en Apaneca
2346,"Ene 28, 2015",12:22:39 AM,13.857,-89.768,"En el municipio de Apaneca, AhuachapÃ¡n",6.7,2.2,II en Apaneca
2345,"Ene 26, 2015",5:18:15 PM,14.53,-89.128,en territorio HondureÃ±o,2.6,3.6,I en San Salvador
2344,"Ene 25, 2015",8:47:25 PM,14.48,-89.151,En territorio HondureÃ±o,1.1,3,"I en MetapÃ¡n, Depto. de Santa Ana"
2343,"Ene 25, 2015",8:44:03 PM,14.483,-89.167,En territorio HondureÃ±o,3.5,2.6,"I en MetapÃ¡n, Depto. de Santa Ana"
2342,"Ene 25, 2015",4:08:54 PM,13.737,-89.227,"en el municipio de Mejicanos, San Salvador",7.2,3.6,III en San Salvador
2341,"Ene 24, 2015",8:15:16 AM,14.489,-89.159,En territorio HondureÃ±o,1.1,3,"I en MetapÃ¡n, Depto. de Santa Ana"
2340,"Ene 24, 2015",4:16:20 AM,13.046,-89.03,Frente a la Costa de La Paz,36.7,3.6,I en La Paz
2339,"Ene 21, 2015",9:56:34 PM,12.901,-88.537,Frente a la Costa de UsulutÃ¡n,49.3,4,I en San Salvador
2338,"Ene 17, 2015",3:35:52 PM,13.104,-89.515,frente a la Costa de La Libertad,21.8,4.1,I en San Salvador
2337,"Ene 14, 2015",11:20:12 PM,13.221,-90.268,frente a la Costa de AhuachapÃ¡n,14.7,3.7,I en San Salvador
2336,"Ene 13, 2015",5:07:34 PM,13.093,-90.379,Frente a la Costa de AhuachapÃ¡n,16.5,4.3,I en Ahuachapan
2335,"Ene 11, 2015",9:45:54 PM,12.668,-88.382,Frente a la Costa de UsulutÃ¡n,17.7,4.7,III en UsulutÃ¡n
2334,"Ene 10, 2015",10:29:31 AM,13.294,-90.194,Frente a la Costa de AhuachapÃ¡n,24.1,4.2,I en Ahuachapan
2333,"Ene 09, 2015",5:54:41 PM,14.483,-89.165,En territorio HondureÃ±o,1.1,3.2,"I en MetapÃ¡n, Depto. de Santa Ana"
2332,"Ene 09, 2015",4:52:18 AM,12.537,-88.011,Frente a la Costa de La UniÃ³n,31.9,4.2,I en La UniÃ³n
2331,"Ene 08, 2015",3:44:14 AM,13.144,-89.303,Frente a la Costa de La Libertad,49.4,4.6,III en San Salvador
2330,"Ene 07, 2015",12:47:14 PM,13.023,-88.726,Frente a la Costa de UsulutÃ¡n,51.8,3.8,I en UsulutÃ¡n
2329,"Ene 02, 2015",4:59:00 AM,13.94,-89.793,En el municipio de AhuachapÃ¡n,3.5,2.8,II en AhuachapÃ¡n
2328,"Ene 02, 2015",4:41:05 AM,13.942,-89.792,En el municipio de AhuachapÃ¡n,6.1,2.6,II en AhuachapÃ¡n
2327,"Dic 30, 2014",4:03:07 PM,13.139,-89.276,frente a la Costa de La Libertad,50.1,4.4,III en San Salvador
2326,"Dic 29, 2014",5:13:42 PM,12.817,-88.558,Frente a la Costa de UsulutÃ¡n,35,4.4,I en San Salvador
2325,"Dic 24, 2014",11:40:16 AM,13.804,-90.921,Frente a la Costa de Guatemala,48.2,4.1,I en AhuachapÃ¡n
2324,"Dic 24, 2014",10:44:05 AM,12.618,-88.343,Frente a la Costa de UsulutÃ¡n,20,3.7,I en UsulutÃ¡n
2323,"Dic 24, 2014",1:28:57 AM,13.778,-90.862,frente a la Costa de Guatemala,31.1,4.1,I en San Salvador
2322,"Dic 23, 2014",6:22:54 AM,13.65,-90.26,Frente a la Costa de Guatemala,57,4.6,II San Salvador
2321,"Dic 21, 2014",11:35:43 PM,12.566,-88.346,Frente a la Costa de UsulutÃ¡n,15.5,4,I en UsulutÃ¡n
2320,"Dic 20, 2014",2:25:42 AM,13.872,-91.144,Frente a la Costa de Guatemala,19.2,4.8,I en AhuachapÃ¡n
2319,"Dic 19, 2014",11:55:44 PM,12.647,-90.123,Frente a la Costa de Sonsonate,15,4,I en Sonsonate
2318,"Dic 18, 2014",9:03:02 AM,13.903,-90.974,Territorio Guatemalteco,25.2,5.1,II en AhuachapÃ¡n
2317,"Dic 17, 2014",9:12:01 PM,12.797,-88.388,Frente a la Costa de UsulutÃ¡n,34,3.6,I en San Salvador
2316,"Dic 17, 2014",12:12:24 PM,12.479,-87.593,Frente a Costa de Nicaragua,62,5.4,III en San Miguel
2315,"Dic 14, 2014",3:25:25 PM,12.752,-87.875,Frente a la Costa de La UniÃ³n,76.1,3.5,I en La UniÃ³n
2314,"Dic 14, 2014",7:22:52 AM,12.199,-88.916,Frente a la Costa de UsulutÃ¡n,15.5,4.2,I en San Salvador
2313,"Dic 13, 2014",5:52:46 PM,12.272,-88.898,Frente a la Costa de UsulutÃ¡n,22.4,4.5,I en UsulutÃ¡n
2312,"Dic 11, 2014",9:04:42 PM,13.692,-90.808,frente a la Costa de Guatemala,45.7,4,I en San Salvador
2311,"Dic 10, 2014",7:20:41 PM,13.941,-91.413,Frente a la Costa de Guatemala,34.2,4.9,I en AhuachapÃ¡n
2310,"Dic 08, 2014",10:32:52 AM,13.906,-91.263,Frente a Costa de Guatemala,47,4.5,II en AhuachapÃ¡n
2309,"Dic 07, 2014",3:16:32 PM,13.48,-91.567,frente a la Costa de Guatemala,21.3,6.2,III en San Salvador
2308,"Dic 07, 2014",6:11:00 AM,14.507,-91.025,Territorio Guatemalteco,20,6,III en San Salvador
2307,"Dic 05, 2014",7:54:18 PM,12.6,-88.238,frente a la Costa de UsulutÃ¡n,31.8,3.6,I en San Salvador
2306,"Dic 05, 2014",8:43:35 AM,12.602,-88.264,frente a la Costa de UsulutÃ¡n,27,3.5,I en UsulutÃ¡n
2305,"Dic 05, 2014",8:30:24 AM,13.576,-90.843,frente a la Costa de Guatemala,15.3,4,II en AhuachapÃ¡n
2304,"Dic 05, 2014",4:17:44 AM,13.637,-90.849,Frente a la Costa de Guatemala,21.6,5.5,III en San Salvador
2303,"Dic 02, 2014",10:42:04 AM,12.837,-88.68,frente a la Costa de UsulutÃ¡n,44.1,4.4,II UsulutÃ¡n
2302,30-Nov-14,12:37:08 AM,12.986,-88.925,Frente a la Costa de La Paz,46.3,3.8,I en San Salvador
2301,29-Nov-14,8:53:17 AM,13.213,-90.406,frente a la Costa de AhuachapÃ¡n,14.4,4,I en San Salvador
2300,27-Nov-14,10:41:36 AM,13.035,-89.098,frente a la Costa de La Paz,47.3,4,I en San Salvador
2299,25-Nov-14,4:58:17 PM,12.609,-88.263,frente a la Costa de UsulutÃ¡n,33.4,3.7,I en San Salvador
2298,24-Nov-14,1:49:22 PM,12.949,-88.479,frente a la Costa de UsulutÃ¡n,67.5,3.9,II en Usulutan
2297,23-Nov-14,3:04:17 PM,13.55,-90.166,Frente a la desembocadura del rÃ­o Paz,66.1,4.2,I en AhuachapÃ¡n
2296,22-Nov-14,3:52:23 PM,12.779,-88.354,frente a la Costa de UsulutÃ¡n,47.1,3.8,I UsulutÃ¡n
2295,21-Nov-14,4:15:51 PM,12.767,-88.369,frente a la Costa de UsulutÃ¡n,48.7,4,II en Usulutan
2294,18-Nov-14,8:17:45 PM,12.483,-88.02,frente a la Costa de La UniÃ³n,35.2,3.7,I en La UniÃ³n
2293,18-Nov-14,8:05:42 PM,12.638,-88.048,frente a la Costa de La UniÃ³n,35.5,4.6,II en La UniÃ³n
2292,17-Nov-14,12:49:15 PM,12.601,-88.197,frente a la Costa de UsulutÃ¡n,31.5,3.8,I en Usulutan
2291,14-Nov-14,6:15:30 PM,13.709,-90.429,Frente a la Costa de Guatemala,73.9,5,III en San Salvador
2290,13-Nov-14,10:13:59 AM,13.039,-87.705,en el Golfo de Fonseca,193.3,4.7,II en La UniÃ³n
2289,12-Nov-14,11:18:09 PM,12.936,-88.644,frente a la Costa de UsulutÃ¡n,64.4,3.7,II en UsulutÃ¡n
2288,12-Nov-14,3:03:28 AM,13.862,-90.766,Frente a la Costa de Guatemala,77.8,4.5,I en AhuachapÃ¡n
2287,10-Nov-14,12:22:31 PM,13.18,-90.954,frente a la Costa de Guatemala,10,4.6,I en San Salvador
2286,9-Nov-14,1:03:48 AM,13.101,-89.091,Frente a la Costa de La Paz,45.5,3.6,I en San Salvador
2285,8-Nov-14,5:14:00 PM,12.622,-91.335,Frente a la Costa de Guatemala,30,4.6,I en San Salvador
2284,8-Nov-14,1:47:54 PM,13.572,-90.769,frente a la Costa de Guatemala,30.8,4.4,II en San Salvador
2283,7-Nov-14,9:20:42 PM,13.015,-88.766,Frente a la Costa de UsulutÃ¡n,59,3.9,I en San Salvador
2282,6-Nov-14,7:59:18 PM,13.428,-90.835,Frente a la Costa de Guatemala,36,5.3,IV en San Salvador
2281,29-Oct-14,4:43:41 PM,13.672,-90.696,frente a la Costa de Guatemala,33.1,4.4,II en San Salvador
2280,28-Oct-14,2:20:43 PM,12.703,-88.163,frente a la Costa de San Miguel,42.7,4,II en San Miguel
2279,28-Oct-14,7:47:34 AM,12.855,-88.729,frente a la Costa de UsulutÃ¡n,42.8,3.6,I en Usulutan
2278,23-Oct-14,5:05:32 PM,12.952,-88.728,Frente a la Costa de UsulutÃ¡n,50.9,5.3,IV en San Salvador
2277,22-Oct-14,10:10:48 PM,13.511,-88.497,"En el municipio de AlegrÃ­a, UsulutÃ¡n",4.7,1.8,I en Alegria
2276,22-Oct-14,8:38:10 PM,13.788,-89.373,"En el municipio de Opico, La Libertad",14.6,2.9,II en Ciudad Arce
2275,22-Oct-14,8:37:32 PM,13.776,-89.409,"En el municipio de Ciudad Arce, La Libertad",12.5,2.7,II en Ciudad Arce
2274,21-Oct-14,1:06:06 PM,12.544,-88.569,Frente a la Costa de UsulutÃ¡n,35.2,4.4,I en Usulutan
2273,17-Oct-14,11:22:58 PM,13.093,-90.039,Frente a la Costa de Sonsonate,22.7,3.9,I en Sonsonate
2272,15-Oct-14,6:49:51 PM,13.271,-87.824,"en el municipio de Conchagua, La UniÃ³n",15,2.7,I en Conchagua
2271,14-Oct-14,6:27:25 AM,12.471,-88.355,frente a la Costa de UsulutÃ¡n,16.2,4.2,II San Salvador
2270,14-Oct-14,12:11:00 AM,12.396,-88.232,Costas de UsulutÃ¡n,28.6,3.7,I en San Salvador
2269,14-Oct-14,12:09:00 AM,12.561,-88.47,Costas de UsulutÃ¡n,29.1,4.1,II en San Salvador
2268,13-Oct-14,11:04:00 PM,12.368,-88.315,Costas de UsulutÃ¡n,13.3,3.7,I en San Salvador
2267,13-Oct-14,10:49:00 PM,12.571,-88.188,Costa de UsulutÃ¡n,93.8,3.5,I en San Salvador
2266,13-Oct-14,10:48:00 PM,12.526,-88.37,Costa de UsulutÃ¡n,14.2,3.5,I en San Salvador
2265,13-Oct-14,10:36:00 PM,12.446,-88.268,Costas de UsulutÃ¡n,11.2,3.5,I en San Salvador
2264,13-Oct-14,10:06:00 PM,12.698,-88.321,Costa de UsulutÃ¡n,78,3.9,I en San Salvador
2263,13-Oct-14,9:51:00 PM,12.526,-88.123,65 Km Sur Costa de La Union,40,7.3,V en San Salvador
2262,2-Oct-14,10:20:10 AM,13.143,-89.527,frente a la Costa de La Libertad,43.7,3.9,II San Salvador
2261,2-Oct-14,8:48:04 AM,13.172,-89.908,frente a la Costa de Sonsonate,22.7,3.5,I en Sonsonate
2260,1-Oct-14,9:01:31 AM,12.222,-88.657,Frente a la Costa de UsulutÃ¡n,15.4,4.4,II en UsulutÃ¡n
2259,1-Oct-14,5:46:57 AM,12.195,-88.612,Frente a la Costa de UsulutÃ¡n,21.3,4.2,I en Usulutan
2258,27-Sep-14,2:14:10 AM,13.227,-89.599,Frente a la Costa de La Libertad,43.7,3.5,I en San Salvador
2257,26-Sep-14,11:57:30 AM,13.148,-89.112,Frente a la Costa de La Paz,60.7,3.6,I en San Salvador
2256,24-Sep-14,4:45:34 AM,12.276,-89.087,frente a la Costa de La Paz,12.1,4,I en San Salvador
2255,23-Sep-14,10:43:27 PM,11.541,-88.94,frente a la Costa de UsulutÃ¡n,35,5,I en San Salvador
2254,23-Sep-14,2:51:42 PM,13.131,-89.209,frente a la Costa de La Libertad,62.2,4,II San Salvador
2253,22-Sep-14,3:12:55 PM,13.032,-90.168,frente a la Costa de Sonsonate,20.7,3.5,I en Sonsonate
2252,22-Sep-14,7:56:48 AM,13.997,-90.683,en territorio Guatemalteco,67.2,4.3,I en ahuachapÃ¡n
2251,21-Sep-14,8:42:28 AM,12.695,-88.378,Frente a la Costa de UsulutÃ¡n,31.4,3.6,I en Usulutan
2250,15-Sep-14,8:23:50 AM,13.157,-89.135,Frente a la Costa de La Paz,59.2,4.5,III en San Salvador
2249,11-Sep-14,2:26:22 AM,13.739,-91.179,Frente a la Costa de Guatemala,17.5,4.6,I en ahuachapÃ¡n
2248,9-Sep-14,3:41:03 PM,13.743,-90.833,frente a la Costa de Guatemala,29.9,4.5,I en ahuachapÃ¡n
2247,9-Sep-14,7:48:31 AM,12.653,-89.453,frente a la Costa de La Libertad,35.8,4.1,II en San Salvador
2246,8-Sep-14,5:04:15 PM,14.093,-89.698,"En el municipio de Chalchuapa, Santa Ana",12,3,I en Chalchuapa
2245,7-Sep-14,9:14:50 PM,13.097,-89.282,Frente a la Costa de La Libertad,34,4.3,III en San Salvador
2244,7-Sep-14,8:39:32 PM,13.104,-88.768,Frente a la Costa de UsulutÃ¡n,66.8,4.2,III en San Salvador
2243,7-Sep-14,10:26:33 AM,12.863,-88.441,frente a la Costa de UsulutÃ¡n,65.5,4.2,I en San Salvador
2242,3-Sep-14,8:23:01 PM,12.729,-88.664,Frente a la Costa de UsulutÃ¡n,47.1,3.7,I en San Salvador
2241,2-Sep-14,11:25:38 AM,12.519,-87.853,frente a la Costa de Nicaragua,31.7,3.9,I en La Union
2240,1-Sep-14,6:41:16 PM,13.501,-91.163,Frente a la Costa de Guatemala,18.4,4.5,I en ahuachapÃ¡n
2239,1-Sep-14,4:55:47 PM,13.505,-91.148,Frente a la Costa de Guatemala,12.8,4.5,I en ahuachapÃ¡n
2238,1-Sep-14,3:46:36 PM,13.492,-91.187,frente a la Costa de Guatemala,13,4.3,I en ahuachapÃ¡n
2237,1-Sep-14,8:46:26 AM,14.481,-89.155,en territorio HondureÃ±o,1.1,3,"I en La Palma, Chalatenango"
2236,"Ago 31, 2014",10:38:34 PM,14.486,-89.158,En territorio HondureÃ±o,1.1,3,"I en MetapÃ¡n, Santa Ana"
2235,"Ago 31, 2014",7:55:03 AM,12.948,-88.742,frente a la Costa de UsulutÃ¡n,54.1,4.9,III en UsulutÃ¡n
2234,"Ago 28, 2014",8:52:15 PM,12.57,-90.011,Frente a la Costa de Sonsonate,13.3,3.5,I en Sonsonate
2233,"Ago 28, 2014",4:32:50 PM,14.319,-91.405,en territorio Guatemalteco,10,4.8,I en AhuachapÃ¡n
2232,"Ago 28, 2014",10:45:27 AM,12.958,-88.564,frente a la Costa de UsulutÃ¡n,62.2,3.7,I en Usulutan
2231,"Ago 28, 2014",2:27:46 AM,14.167,-91.488,En territorio Guatemalteco,30,5.2,II en San Salvador
2230,"Ago 22, 2014",7:30:56 AM,14.469,-89.154,En territorio HondureÃ±o,1,2.6,"I en MetapÃ¡n, Santa Ana"
2229,"Ago 21, 2014",8:07:05 PM,12.673,-88.398,frente a la Costa de UsulutÃ¡n,28,5.2,III en San Salvador
2228,"Ago 19, 2014",1:33:39 PM,13.178,-89.265,frente a la Costa de La Libertad,57.2,4.1,II en San Salvador
2227,"Ago 18, 2014",4:44:50 PM,13.933,-89.677,"En el municipio de Chalchuapa, Santa Ana",5.4,2.6,II en Juayua
2226,"Ago 18, 2014",1:30:54 PM,12.895,-89.63,Frente a la Costa de La Libertad,17.7,3.8,I en San Salvador
2225,"Ago 15, 2014",3:45:59 PM,13.751,-90.45,frente a la Costa de Guatemala,86.1,3.8,I en san salvador
2224,"Ago 14, 2014",3:45:26 AM,13.037,-89.026,Frente a la Costa de La Paz,48.5,3.5,I en La Paz
2223,"Ago 13, 2014",3:11:42 AM,13.579,-90.483,frente a la Costa de Guatemala,25.2,3.5,I en San Salvador
2222,"Ago 08, 2014",1:04:44 PM,13.686,-90.77,Frente a la Costa de Guatemala,17.9,4.1,I en San Salvador
2221,31-Jul-14,10:05:32 AM,12.894,-88.209,frente a la Costa de UsulutÃ¡n,72,4,I en Usulutan
2220,29-Jul-14,5:34:32 AM,13.119,-88.905,frente a la Costa de La Paz,77.7,3.7,I en San Salvador
2219,28-Jul-14,9:33:00 PM,14.606,-92.467,frente a la Costa de Mexico,76.8,5.3,I en San Salvador
2218,27-Jul-14,7:58:46 AM,13.694,-89.037,en el Lago de Ilopango,12.9,2.5,I en San Salvador
2217,21-Jul-14,5:45:47 PM,12.571,-87.877,Frente a la Costa de La UniÃ³n,53.8,3.8,I en La UniÃ³n
2216,21-Jul-14,4:18:26 AM,14.12,-89.691,"en el municipio de Chalchuapa, Santa Ana",3.1,3.3,III en Chalchuapa
2215,21-Jul-14,4:04:17 AM,14.126,-89.727,en territorio Guatemalteco,6,4.4,IV en AhuchapÃ¡n
2214,20-Jul-14,2:07:08 PM,13.551,-88.487,"En el municipio de Mercedes UmaÃ±a, UsulutÃ¡n",6.1,3,"II en Mercedes UmaÃ±a, Depto. de UsulutÃ¡n"
2213,19-Jul-14,12:21:26 AM,13.536,-90.086,frente a la Costa de AhuachapÃ¡n,53.6,3.6,I en San Salvador
2212,18-Jul-14,2:44:36 PM,12.903,-89.968,frente a la Costa de Sonsonate,30,4.4,II en San Salvador
2211,18-Jul-14,11:34:43 AM,12.861,-90.108,frente a la Costa de Sonsonate,39.3,3.8,I en Sonsonate
2210,15-Jul-14,2:42:41 AM,13.31,-90.229,frente a la Costa de AhuachapÃ¡n,30.9,3.8,I en San Salvador
2209,12-Jul-14,1:58:39 PM,12.804,-88.387,Frente a la Costa de UsulutÃ¡n,41.9,4.1,I en Usulutan
2208,10-Jul-14,6:10:54 AM,13.33,-90.141,Frente a la Costa de AhuachapÃ¡n,32.3,3.8,I en Ahuachapan
2207,7-Jul-14,5:23:00 AM,14.555,-92.556,Costas de Chiapas Mexico,69.2,6.9,IV en San Salvador
2206,6-Jul-14,12:33:45 AM,12.768,-88.301,Frente a la Costa de UsulutÃ¡n,49.9,3.9,I en Usulutan
2205,3-Jul-14,7:56:55 PM,13.242,-89.573,Frente a la Costa de La Libertad,50.1,3.9,I en San Salvador
2204,2-Jul-14,11:36:20 AM,12.917,-88.258,frente a la Costa de UsulutÃ¡n,66.4,3.6,I en San Salvador
2203,1-Jul-14,2:36:29 AM,13.12,-89.288,frente a la Costa de La Libertad,50.4,3.5,I en San Salvador
2202,26-Jun-14,9:00:07 PM,12.498,-87.909,frente a la Costa de La UniÃ³n,27.6,3.9,I en San Salvador
2201,25-Jun-14,3:07:03 AM,12.549,-87.911,Frente a la Costa de La UniÃ³n,32,4,I en La Union
2200,24-Jun-14,5:41:15 AM,13.133,-89.597,Frente a la Costa de La Libertad,42.2,3.7,II en San Salvador
2199,23-Jun-14,8:34:51 AM,14.071,-89.698,"En el municipio de Chalchuapa, Santa Ana",6.9,2.9,I en Chalchuapa
2198,22-Jun-14,1:20:35 PM,12.679,-88.189,Frente a la Costa de UsulutÃ¡n,34.1,4.1,I en Usulutan
2197,22-Jun-14,1:11:50 AM,13.732,-89.245,"En el municipio de Mejicanos, San Salvador",5.1,3.4,III en San Salvador
2196,21-Jun-14,9:56:02 PM,13.188,-89.335,Frente a la Costa de La Libertad,58.4,4.6,II en San Salvador
2195,21-Jun-14,5:01:49 PM,13.217,-89.865,Frente a la Costa de Sonsonate,34.2,3.8,I en San Salvador
2194,19-Jun-14,11:01:56 PM,13.188,-89.332,Frente a la Costa de La Libertad,50.2,3.7,II en San Salvador
2193,19-Jun-14,3:10:33 PM,13.848,-89.402,"en el municipio de Ciudad Arce, La Libertad",5.6,3,II en Ciudad Arce
2192,18-Jun-14,5:25:00 PM,13.145,-89.291,frente a la Costa de La Libertad,52.1,3.9,I en San Salvador
2191,18-Jun-14,9:36:48 AM,12.828,-88.425,Frente a la Costa de UsulutÃ¡n,40.7,4.5,II en Usulutan
2190,15-Jun-14,12:23:12 AM,12.865,-88.616,frente a la Costa de UsulutÃ¡n,51.6,3.8,I en San Salvador
2189,14-Jun-14,10:34:28 AM,13.711,-90.716,Frente a la Costa de Guatemala,29.1,4.1,I en Ahuachapan
2188,13-Jun-14,6:26:32 AM,14.055,-91.278,En Costas de Guatemala,28.7,5.2,II en San Salvador
2187,10-Jun-14,9:19:25 PM,13.323,-89.789,Frente a la Costa de Sonsonate,33.8,3.5,I en Sonsonate
2186,8-Jun-14,6:55:22 PM,13.264,-89.641,frente a la Costa de La Libertad,54.4,3.7,I en San Salvador
2185,6-Jun-14,11:54:11 PM,12.847,-88.927,frente a la Costa de La Paz,40.2,3.5,I en San Salvador
2184,6-Jun-14,6:42:26 PM,13.546,-88.481,"en el municipio de Mercedes UmaÃ±a, UsulutÃ¡n",2.9,2.8,I en UsulutÃ¡n
2183,5-Jun-14,9:15:14 AM,12.082,-88.895,frente a la Costa de UsulutÃ¡n,29.4,3.6,I en UsulutÃ¡n
2182,4-Jun-14,5:03:03 PM,12.369,-87.739,frente a la Costa de Nicaragua,15.7,4.3,I en San Salvador
2181,3-Jun-14,7:04:24 AM,13.082,-89.639,frente a la Costa de La Libertad,35.3,4.5,II en San Salvador
2180,2-Jun-14,10:54:48 PM,12.911,-88.889,frente a la Costa de San Vicente,44.6,4.2,I en San Salvador
2179,2-Jun-14,2:01:34 AM,13.541,-88.499,"En el municipio de Mercedes UmaÃ±a, UsulutÃ¡n",4.3,2.8,"I en Mercedes UmaÃ±a, UsulutÃ¡n"
2178,1-Jun-14,3:19:39 AM,13.028,-88.636,frente a la Costa de UsulutÃ¡n,64.1,4.2,I en San Salvador
2177,31-May-14,3:45:52 PM,12.518,-87.918,Frente a la Costa de La UniÃ³n,31.5,3.7,I en La UniÃ³n
2176,31-May-14,10:59:35 AM,12.442,-87.953,Frente a la Costa de La UniÃ³n,17.9,4.3,I en San Salvador
2175,31-May-14,9:20:21 AM,13.563,-88.509,"En el municipio de Mercedes UmaÃ±a, UsulutÃ¡n",2.9,3.5,"II en Mercedes UmaÃ±a, Depto. de UsulutÃ¡n"
2174,28-May-14,7:00:52 PM,13.349,-87.994,"En el municipio de El Carmen, La UniÃ³n",6,3,"I en El Carmen, La UniÃ³n"
2173,26-May-14,1:25:30 AM,12.55,-88.097,frente a la Costa de La UniÃ³n,31.7,3.7,I en San Salvador
2172,25-May-14,8:29:05 PM,12.908,-88.925,frente a la Costa de La Paz,48.9,4,I San Salvador
2171,25-May-14,4:36:20 PM,13.494,-90.91,Frente a la Costa de Guatemala,15.6,5.3,III en San Salvador
2170,24-May-14,9:27:17 PM,13.261,-89.652,Frente a la Costa de La Libertad,38.4,4.7,III en San Salvador
2169,23-May-14,7:20:35 AM,12.278,-87.617,Frente a la Costa de Nicaragua,21.9,4.6,I en La Union
2168,19-May-14,7:28:25 PM,12.536,-87.889,frente a la Costa de La UniÃ³n,30.9,3.8,I en San Salvador
2167,17-May-14,11:10:41 PM,13.485,-88.512,"en el municipio de AlegrÃ­a, UsulutÃ¡n",4.2,3.3,III en Alegria
2166,17-May-14,10:41:18 PM,13.472,-88.495,"en el municipio de Santiago de MarÃ­a, UsulutÃ¡n",2.6,2.6,I en Santiago de Maria
2165,17-May-14,9:53:56 PM,13.491,-88.487,"en el municipio de AlegrÃ­a, UsulutÃ¡n",2.8,2.8,I en Berlin
2164,17-May-14,6:46:25 PM,13.495,-88.498,"en el municipio de AlegrÃ­a, UsulutÃ¡n",4,2.8,I en Berlin
2163,17-May-14,6:24:16 PM,13.471,-88.501,"en el municipio de AlegrÃ­a, UsulutÃ¡n",1,3.2,III en Berlin
2162,17-May-14,6:24:15 PM,13.417,-88.53,"en el municipio de TecapÃ¡n, UsulutÃ¡n",1,3.4,III en Berlin
2161,17-May-14,6:23:47 PM,13.455,-88.506,"en el municipio de TecapÃ¡n, UsulutÃ¡n",1,2.8,II en Berlin
2160,17-May-14,5:27:30 PM,13.491,-88.487,"en el municipio de AlegrÃ­a, UsulutÃ¡n",2.6,2.7,"I en BerlÃ­n, Depto. de UsulutÃ¡n"
2159,17-May-14,6:22:10 AM,13.325,-90.177,Frente a la Costa de AhuachapÃ¡n,31.4,4.1,II en San Salvador
2158,17-May-14,6:21:15 AM,13.553,-88.507,"En el municipio de Mercedes UmaÃ±a, UsulutÃ¡n",1.8,2.8,"I en BerlÃ­n, Depto. de UsulutÃ¡n"
2157,17-May-14,4:09:05 AM,13.547,-88.497,"En el municipio de Mercedes UmaÃ±a, UsulutÃ¡n",3.7,3,"II en BerlÃ­n, Depto. de UsulutÃ¡n"
2156,17-May-14,3:00:21 AM,13.531,-88.491,"En el municipio de AlegrÃ­a, UsulutÃ¡n",3.5,2.8,"I en BerlÃ­n, Depto. de UsulutÃ¡n"
2155,16-May-14,11:25:30 PM,13.531,-88.493,"En el municipio de AlegrÃ­a, UsulutÃ¡n",3.1,2.7,"I en BerlÃ­n, Depto. de UsulutÃ¡n"
